deputado1,deputado2,peso
Fred Linhares,Padre João,2
Fred Linhares,Valmir Assunção,2
Fred Linhares,Paulão,2
Fred Linhares,Professora Luciene Cavalcante,2
Fred Linhares,Ana Paula Leão,1
Fred Linhares,Magda Mofatto,1
Fred Linhares,Evair Vieira de Melo,1
Fred Linhares,Delegado Éder Mauro,2
Fred Linhares,Coronel Chrisóstomo,1
Fred Linhares,Hercílio Coelho Diniz,1
Fred Linhares,Alfredo Gaspar,2
Fred Linhares,Delegado Fabio Costa,1
Fred Linhares,Coronel Ulysses,1
Fred Linhares,Capitão Alden,1
Fred Linhares,Sâmia Bomfim,1
Fred Linhares,Pr. Marco Feliciano,1
Fred Linhares,Pastor Eurico,1
Fred Linhares,José Nelto,1
Fred Linhares,Capitão Alberto Neto,1
Fred Linhares,Jorge Goetten,1
Fred Linhares,Marcos Pollon,1
Fred Linhares,Yandra Moura,1
Fred Linhares,Cabo Gilberto Silva,1
Fred Linhares,Delegado Ramagem,1
Fred Linhares,Rosângela Reis,1
Fred Linhares,Robinson Faria,1
Fred Linhares,Yury do Paredão,1
Fred Linhares,Coronel Meira,1
Amaro Neto,Any Ortiz,1
Amaro Neto,Dilceu Sperafico,1
Amaro Neto,Dr. Victor Linhalis,1
Amaro Neto,Fabio Schiochet,1
Amaro Neto,Mauricio Marcon,2
Amaro Neto,David Soares,1
Amaro Neto,Fabio Garcia,1
Amaro Neto,Amom Mandel,1
Amaro Neto,Alberto Mourão,1
Amaro Neto,Flavinha,1
Amaro Neto,Albuquerque,1
Amaro Neto,Lucas Redecker,3
Amaro Neto,Duda Salabert,1
Amaro Neto,Daniel Trzeciak,1
Amaro Neto,Gilberto Abramo,1
Amaro Neto,Geovania de Sá,1
Amaro Neto,Dr. Luiz Ovando,1
Amaro Neto,Zezinho Barbary,1
Amaro Neto,Gilvan Maximo,1
Amaro Neto,Duarte,1
Amaro Neto,Messias Donato,2
Amaro Neto,Julio Lopes,1
Amaro Neto,Maurício Carvalho,1
Amaro Neto,Eduardo Velloso,1
Amaro Neto,Juninho do Pneu,1
Amaro Neto,Luiz Philippe de Orleans e Bragança,1
Amaro Neto,Diego Garcia,2
Amaro Neto,Ricardo Salles,2
Amaro Neto,Marcel van Hattem,1
Amaro Neto,Jorge Braz,1
Amaro Neto,Kim Kataguiri,2
Amaro Neto,Dagoberto Nogueira,1
Amaro Neto,Márcio Biolchi,1
Amaro Neto,Franciane Bayer,1
Amaro Neto,Rosângela Moro,2
Amaro Neto,Junio Amaral,1
Amaro Neto,Murillo Gouvea,1
Amaro Neto,Rafael Brito,1
Amaro Neto,Gabriel Mota,1
Amaro Neto,Dr. Fernando Máximo,1
Amaro Neto,Augusto Coutinho,1
Amaro Neto,Helio Lopes,1
Amaro Neto,Gustavo Gayer,1
Amaro Neto,Vinicius Carvalho,1
Amaro Neto,Tenente Coronel Zucco,2
Amaro Neto,Jefferson Campos,1
Amaro Neto,Paulo Alexandre Barbosa,1
Amaro Neto,Gilson Marques,2
Amaro Neto,Marangoni,2
Amaro Neto,Pedro Lupion,1
Amaro Neto,Gerlen Diniz,2
Amaro Neto,General Pazuello,1
Amaro Neto,Rogéria Santos,1
Amaro Neto,Julia Zanatta,1
Amaro Neto,Ricardo Ayres,1
Amaro Neto,Antonio Andrade,1
Amaro Neto,Lafayette de Andrada,2
Amaro Neto,Dr. Jaziel,1
Amaro Neto,Geraldo Mendes,1
Amaro Neto,Carlos Sampaio,1
Amaro Neto,Aluisio Mendes,1
Amaro Neto,Milton Vieira,1
Amaro Neto,Rafael Simoes,1
Amaro Neto,Sargento Fahur,1
Amaro Neto,Carlos Gomes,1
Amaro Neto,Marcio Alvino,1
Amaro Neto,Dr. Zacharias Calil,1
Amaro Neto,Geraldo Resende,1
Amaro Neto,André Fernandes,1
Amaro Neto,Covatti Filho,1
Amaro Neto,Beto Pereira,1
Amaro Neto,Maria Rosas,1
Amaro Neto,Silvye Alves,1
Amaro Neto,Vitor Lippi,1
Amaro Neto,Caroline de Toni,3
Amaro Neto,Luis Carlos Gomes,1
Amaro Neto,Filipe Barros,1
Amaro Neto,Fred Linhares,1
Amaro Neto,Adail Filho,1
Amaro Neto,Adriana Ventura,1
Amaro Neto,Saullo Vianna,1
Amaro Neto,Daniel Freitas,1
Amaro Neto,Tabata Amaral,1
Amaro Neto,Roberto Duarte,2
Amaro Neto,Prof. Paulo Fernando,1
Amaro Neto,Jeferson Rodrigues,1
Amaro Neto,Beto Richa,2
Amaro Neto,Lídice da Mata,2
Amaro Neto,Marcon,1
Amaro Neto,Padre João,2
Amaro Neto,Valmir Assunção,2
Amaro Neto,Paulão,2
Amaro Neto,Professora Luciene Cavalcante,2
Amaro Neto,Ana Paula Leão,1
Amaro Neto,Magda Mofatto,1
Amaro Neto,Evair Vieira de Melo,1
Amaro Neto,Delegado Éder Mauro,2
Amaro Neto,Coronel Chrisóstomo,1
Amaro Neto,Hercílio Coelho Diniz,1
Amaro Neto,Alfredo Gaspar,2
Amaro Neto,Delegado Fabio Costa,1
Amaro Neto,Coronel Ulysses,1
Amaro Neto,Capitão Alden,1
Amaro Neto,Sâmia Bomfim,1
Amaro Neto,Pr. Marco Feliciano,1
Amaro Neto,Pastor Eurico,1
Amaro Neto,José Nelto,1
Amaro Neto,Capitão Alberto Neto,1
Amaro Neto,Jorge Goetten,1
Amaro Neto,Marcos Pollon,1
Amaro Neto,Yandra Moura,1
Amaro Neto,Cabo Gilberto Silva,1
Amaro Neto,Delegado Ramagem,1
Amaro Neto,Rosângela Reis,1
Amaro Neto,Robinson Faria,1
Amaro Neto,Yury do Paredão,1
Amaro Neto,Coronel Meira,1
Adail Filho,Any Ortiz,1
Adail Filho,Dilceu Sperafico,1
Adail Filho,Dr. Victor Linhalis,1
Adail Filho,Fabio Schiochet,1
Adail Filho,Mauricio Marcon,2
Adail Filho,David Soares,1
Adail Filho,Fabio Garcia,1
Adail Filho,Amom Mandel,1
Adail Filho,Alberto Mourão,1
Adail Filho,Flavinha,1
Adail Filho,Albuquerque,1
Adail Filho,Lucas Redecker,3
Adail Filho,Duda Salabert,1
Adail Filho,Daniel Trzeciak,1
Adail Filho,Gilberto Abramo,1
Adail Filho,Geovania de Sá,1
Adail Filho,Dr. Luiz Ovando,1
Adail Filho,Zezinho Barbary,1
Adail Filho,Gilvan Maximo,1
Adail Filho,Duarte,1
Adail Filho,Messias Donato,2
Adail Filho,Julio Lopes,1
Adail Filho,Maurício Carvalho,1
Adail Filho,Eduardo Velloso,1
Adail Filho,Juninho do Pneu,1
Adail Filho,Luiz Philippe de Orleans e Bragança,1
Adail Filho,Diego Garcia,2
Adail Filho,Ricardo Salles,2
Adail Filho,Marcel van Hattem,1
Adail Filho,Jorge Braz,1
Adail Filho,Kim Kataguiri,2
Adail Filho,Dagoberto Nogueira,1
Adail Filho,Márcio Biolchi,1
Adail Filho,Franciane Bayer,1
Adail Filho,Rosângela Moro,2
Adail Filho,Junio Amaral,1
Adail Filho,Murillo Gouvea,1
Adail Filho,Rafael Brito,1
Adail Filho,Gabriel Mota,1
Adail Filho,Dr. Fernando Máximo,1
Adail Filho,Augusto Coutinho,1
Adail Filho,Helio Lopes,1
Adail Filho,Gustavo Gayer,1
Adail Filho,Vinicius Carvalho,1
Adail Filho,Tenente Coronel Zucco,2
Adail Filho,Jefferson Campos,1
Adail Filho,Paulo Alexandre Barbosa,1
Adail Filho,Gilson Marques,2
Adail Filho,Marangoni,2
Adail Filho,Pedro Lupion,1
Adail Filho,Gerlen Diniz,2
Adail Filho,General Pazuello,1
Adail Filho,Rogéria Santos,1
Adail Filho,Julia Zanatta,1
Adail Filho,Ricardo Ayres,1
Adail Filho,Antonio Andrade,1
Adail Filho,Lafayette de Andrada,2
Adail Filho,Dr. Jaziel,1
Adail Filho,Geraldo Mendes,1
Adail Filho,Carlos Sampaio,1
Adail Filho,Aluisio Mendes,1
Adail Filho,Milton Vieira,1
Adail Filho,Rafael Simoes,1
Adail Filho,Sargento Fahur,1
Adail Filho,Carlos Gomes,1
Adail Filho,Marcio Alvino,1
Adail Filho,Dr. Zacharias Calil,1
Adail Filho,Geraldo Resende,1
Adail Filho,André Fernandes,1
Adail Filho,Covatti Filho,1
Adail Filho,Beto Pereira,1
Adail Filho,Maria Rosas,1
Adail Filho,Silvye Alves,1
Adail Filho,Vitor Lippi,1
Adail Filho,Caroline de Toni,3
Adail Filho,Luis Carlos Gomes,1
Adail Filho,Filipe Barros,1
Adail Filho,Fred Linhares,1
Adail Filho,Amaro Neto,1
Adail Filho,Adriana Ventura,1
Adail Filho,Saullo Vianna,1
Adail Filho,Daniel Freitas,1
Adail Filho,Tabata Amaral,1
Adail Filho,Roberto Duarte,2
Adail Filho,Prof. Paulo Fernando,1
Adail Filho,Jeferson Rodrigues,1
Adail Filho,Beto Richa,2
Adail Filho,Lídice da Mata,2
Adail Filho,Marcon,1
Adail Filho,Padre João,2
Adail Filho,Valmir Assunção,2
Adail Filho,Paulão,2
Adail Filho,Professora Luciene Cavalcante,2
Adail Filho,Ana Paula Leão,1
Adail Filho,Magda Mofatto,1
Adail Filho,Evair Vieira de Melo,1
Adail Filho,Delegado Éder Mauro,2
Adail Filho,Coronel Chrisóstomo,1
Adail Filho,Hercílio Coelho Diniz,1
Adail Filho,Alfredo Gaspar,2
Adail Filho,Delegado Fabio Costa,1
Adail Filho,Coronel Ulysses,1
Adail Filho,Capitão Alden,1
Adail Filho,Sâmia Bomfim,1
Adail Filho,Pr. Marco Feliciano,1
Adail Filho,Pastor Eurico,1
Adail Filho,José Nelto,1
Adail Filho,Capitão Alberto Neto,1
Adail Filho,Jorge Goetten,1
Adail Filho,Marcos Pollon,1
Adail Filho,Yandra Moura,1
Adail Filho,Cabo Gilberto Silva,1
Adail Filho,Delegado Ramagem,1
Adail Filho,Rosângela Reis,1
Adail Filho,Robinson Faria,1
Adail Filho,Yury do Paredão,1
Adail Filho,Coronel Meira,1
Adriana Ventura,Any Ortiz,1
Adriana Ventura,Dilceu Sperafico,1
Adriana Ventura,Dr. Victor Linhalis,1
Adriana Ventura,Fabio Schiochet,1
Adriana Ventura,Mauricio Marcon,2
Adriana Ventura,David Soares,1
Adriana Ventura,Fabio Garcia,1
Adriana Ventura,Amom Mandel,1
Adriana Ventura,Alberto Mourão,1
Adriana Ventura,Flavinha,1
Adriana Ventura,Albuquerque,1
Adriana Ventura,Lucas Redecker,3
Adriana Ventura,Duda Salabert,1
Adriana Ventura,Daniel Trzeciak,1
Adriana Ventura,Gilberto Abramo,1
Adriana Ventura,Geovania de Sá,1
Adriana Ventura,Dr. Luiz Ovando,1
Adriana Ventura,Zezinho Barbary,1
Adriana Ventura,Gilvan Maximo,1
Adriana Ventura,Duarte,1
Adriana Ventura,Messias Donato,2
Adriana Ventura,Julio Lopes,1
Adriana Ventura,Maurício Carvalho,1
Adriana Ventura,Eduardo Velloso,1
Adriana Ventura,Juninho do Pneu,1
Adriana Ventura,Luiz Philippe de Orleans e Bragança,1
Adriana Ventura,Diego Garcia,2
Adriana Ventura,Ricardo Salles,2
Adriana Ventura,Marcel van Hattem,1
Adriana Ventura,Jorge Braz,1
Adriana Ventura,Kim Kataguiri,2
Adriana Ventura,Dagoberto Nogueira,1
Adriana Ventura,Márcio Biolchi,1
Adriana Ventura,Franciane Bayer,1
Adriana Ventura,Rosângela Moro,2
Adriana Ventura,Junio Amaral,1
Adriana Ventura,Murillo Gouvea,1
Adriana Ventura,Rafael Brito,1
Adriana Ventura,Gabriel Mota,1
Adriana Ventura,Dr. Fernando Máximo,1
Adriana Ventura,Augusto Coutinho,1
Adriana Ventura,Helio Lopes,1
Adriana Ventura,Gustavo Gayer,1
Adriana Ventura,Vinicius Carvalho,1
Adriana Ventura,Tenente Coronel Zucco,2
Adriana Ventura,Jefferson Campos,1
Adriana Ventura,Paulo Alexandre Barbosa,1
Adriana Ventura,Gilson Marques,2
Adriana Ventura,Marangoni,2
Adriana Ventura,Pedro Lupion,1
Adriana Ventura,Gerlen Diniz,2
Adriana Ventura,General Pazuello,1
Adriana Ventura,Rogéria Santos,1
Adriana Ventura,Julia Zanatta,1
Adriana Ventura,Ricardo Ayres,1
Adriana Ventura,Antonio Andrade,1
Adriana Ventura,Lafayette de Andrada,2
Adriana Ventura,Dr. Jaziel,1
Adriana Ventura,Geraldo Mendes,1
Adriana Ventura,Carlos Sampaio,1
Adriana Ventura,Aluisio Mendes,1
Adriana Ventura,Milton Vieira,1
Adriana Ventura,Rafael Simoes,1
Adriana Ventura,Sargento Fahur,1
Adriana Ventura,Carlos Gomes,1
Adriana Ventura,Marcio Alvino,1
Adriana Ventura,Dr. Zacharias Calil,1
Adriana Ventura,Geraldo Resende,1
Adriana Ventura,André Fernandes,1
Adriana Ventura,Covatti Filho,1
Adriana Ventura,Beto Pereira,1
Adriana Ventura,Maria Rosas,1
Adriana Ventura,Silvye Alves,1
Adriana Ventura,Vitor Lippi,1
Adriana Ventura,Caroline de Toni,3
Adriana Ventura,Luis Carlos Gomes,1
Adriana Ventura,Filipe Barros,1
Adriana Ventura,Fred Linhares,1
Adriana Ventura,Amaro Neto,1
Adriana Ventura,Adail Filho,1
Adriana Ventura,Saullo Vianna,1
Adriana Ventura,Daniel Freitas,1
Adriana Ventura,Tabata Amaral,1
Adriana Ventura,Roberto Duarte,2
Adriana Ventura,Prof. Paulo Fernando,1
Adriana Ventura,Jeferson Rodrigues,1
Adriana Ventura,Beto Richa,2
Adriana Ventura,Lídice da Mata,2
Adriana Ventura,Marcon,1
Adriana Ventura,Padre João,2
Adriana Ventura,Valmir Assunção,2
Adriana Ventura,Paulão,2
Adriana Ventura,Professora Luciene Cavalcante,2
Adriana Ventura,Ana Paula Leão,1
Adriana Ventura,Magda Mofatto,1
Adriana Ventura,Evair Vieira de Melo,1
Adriana Ventura,Delegado Éder Mauro,2
Adriana Ventura,Coronel Chrisóstomo,1
Adriana Ventura,Hercílio Coelho Diniz,1
Adriana Ventura,Alfredo Gaspar,2
Adriana Ventura,Delegado Fabio Costa,1
Adriana Ventura,Coronel Ulysses,1
Adriana Ventura,Capitão Alden,1
Adriana Ventura,Sâmia Bomfim,1
Adriana Ventura,Pr. Marco Feliciano,1
Adriana Ventura,Pastor Eurico,1
Adriana Ventura,José Nelto,1
Adriana Ventura,Capitão Alberto Neto,1
Adriana Ventura,Jorge Goetten,1
Adriana Ventura,Marcos Pollon,1
Adriana Ventura,Yandra Moura,1
Adriana Ventura,Cabo Gilberto Silva,1
Adriana Ventura,Delegado Ramagem,1
Adriana Ventura,Rosângela Reis,1
Adriana Ventura,Robinson Faria,1
Adriana Ventura,Yury do Paredão,1
Adriana Ventura,Coronel Meira,1
Saullo Vianna,Any Ortiz,1
Saullo Vianna,Dilceu Sperafico,1
Saullo Vianna,Dr. Victor Linhalis,1
Saullo Vianna,Fabio Schiochet,1
Saullo Vianna,Mauricio Marcon,2
Saullo Vianna,David Soares,1
Saullo Vianna,Fabio Garcia,1
Saullo Vianna,Amom Mandel,1
Saullo Vianna,Alberto Mourão,1
Saullo Vianna,Flavinha,1
Saullo Vianna,Albuquerque,1
Saullo Vianna,Lucas Redecker,3
Saullo Vianna,Duda Salabert,1
Saullo Vianna,Daniel Trzeciak,1
Saullo Vianna,Gilberto Abramo,1
Saullo Vianna,Geovania de Sá,1
Saullo Vianna,Dr. Luiz Ovando,1
Saullo Vianna,Zezinho Barbary,1
Saullo Vianna,Gilvan Maximo,1
Saullo Vianna,Duarte,1
Saullo Vianna,Messias Donato,2
Saullo Vianna,Julio Lopes,1
Saullo Vianna,Maurício Carvalho,1
Saullo Vianna,Eduardo Velloso,1
Saullo Vianna,Juninho do Pneu,1
Saullo Vianna,Luiz Philippe de Orleans e Bragança,1
Saullo Vianna,Diego Garcia,2
Saullo Vianna,Ricardo Salles,2
Saullo Vianna,Marcel van Hattem,1
Saullo Vianna,Jorge Braz,1
Saullo Vianna,Kim Kataguiri,2
Saullo Vianna,Dagoberto Nogueira,1
Saullo Vianna,Márcio Biolchi,1
Saullo Vianna,Franciane Bayer,1
Saullo Vianna,Rosângela Moro,2
Saullo Vianna,Junio Amaral,1
Saullo Vianna,Murillo Gouvea,1
Saullo Vianna,Rafael Brito,1
Saullo Vianna,Gabriel Mota,1
Saullo Vianna,Dr. Fernando Máximo,1
Saullo Vianna,Augusto Coutinho,1
Saullo Vianna,Helio Lopes,1
Saullo Vianna,Gustavo Gayer,1
Saullo Vianna,Vinicius Carvalho,1
Saullo Vianna,Tenente Coronel Zucco,2
Saullo Vianna,Jefferson Campos,1
Saullo Vianna,Paulo Alexandre Barbosa,1
Saullo Vianna,Gilson Marques,2
Saullo Vianna,Marangoni,2
Saullo Vianna,Pedro Lupion,1
Saullo Vianna,Gerlen Diniz,2
Saullo Vianna,General Pazuello,1
Saullo Vianna,Rogéria Santos,1
Saullo Vianna,Julia Zanatta,1
Saullo Vianna,Ricardo Ayres,1
Saullo Vianna,Antonio Andrade,1
Saullo Vianna,Lafayette de Andrada,2
Saullo Vianna,Dr. Jaziel,1
Saullo Vianna,Geraldo Mendes,1
Saullo Vianna,Carlos Sampaio,1
Saullo Vianna,Aluisio Mendes,1
Saullo Vianna,Milton Vieira,1
Saullo Vianna,Rafael Simoes,1
Saullo Vianna,Sargento Fahur,1
Saullo Vianna,Carlos Gomes,1
Saullo Vianna,Marcio Alvino,1
Saullo Vianna,Dr. Zacharias Calil,1
Saullo Vianna,Geraldo Resende,1
Saullo Vianna,André Fernandes,1
Saullo Vianna,Covatti Filho,1
Saullo Vianna,Beto Pereira,1
Saullo Vianna,Maria Rosas,1
Saullo Vianna,Silvye Alves,1
Saullo Vianna,Vitor Lippi,1
Saullo Vianna,Caroline de Toni,3
Saullo Vianna,Luis Carlos Gomes,1
Saullo Vianna,Filipe Barros,1
Saullo Vianna,Fred Linhares,1
Saullo Vianna,Amaro Neto,1
Saullo Vianna,Adail Filho,1
Saullo Vianna,Adriana Ventura,1
Saullo Vianna,Daniel Freitas,1
Saullo Vianna,Tabata Amaral,1
Saullo Vianna,Roberto Duarte,2
Saullo Vianna,Prof. Paulo Fernando,1
Saullo Vianna,Jeferson Rodrigues,1
Saullo Vianna,Beto Richa,2
Saullo Vianna,Lídice da Mata,2
Saullo Vianna,Marcon,1
Saullo Vianna,Padre João,2
Saullo Vianna,Valmir Assunção,2
Saullo Vianna,Paulão,2
Saullo Vianna,Professora Luciene Cavalcante,2
Saullo Vianna,Ana Paula Leão,1
Saullo Vianna,Magda Mofatto,1
Saullo Vianna,Evair Vieira de Melo,1
Saullo Vianna,Delegado Éder Mauro,2
Saullo Vianna,Coronel Chrisóstomo,1
Saullo Vianna,Hercílio Coelho Diniz,1
Saullo Vianna,Alfredo Gaspar,2
Saullo Vianna,Delegado Fabio Costa,1
Saullo Vianna,Coronel Ulysses,1
Saullo Vianna,Capitão Alden,1
Saullo Vianna,Sâmia Bomfim,1
Saullo Vianna,Pr. Marco Feliciano,1
Saullo Vianna,Pastor Eurico,1
Saullo Vianna,José Nelto,1
Saullo Vianna,Capitão Alberto Neto,1
Saullo Vianna,Jorge Goetten,1
Saullo Vianna,Marcos Pollon,1
Saullo Vianna,Yandra Moura,1
Saullo Vianna,Cabo Gilberto Silva,1
Saullo Vianna,Delegado Ramagem,1
Saullo Vianna,Rosângela Reis,1
Saullo Vianna,Robinson Faria,1
Saullo Vianna,Yury do Paredão,1
Saullo Vianna,Coronel Meira,1
Daniel Freitas,Any Ortiz,1
Daniel Freitas,Dilceu Sperafico,1
Daniel Freitas,Dr. Victor Linhalis,1
Daniel Freitas,Fabio Schiochet,1
Daniel Freitas,Mauricio Marcon,2
Daniel Freitas,David Soares,1
Daniel Freitas,Fabio Garcia,1
Daniel Freitas,Amom Mandel,1
Daniel Freitas,Alberto Mourão,1
Daniel Freitas,Flavinha,1
Daniel Freitas,Albuquerque,1
Daniel Freitas,Lucas Redecker,3
Daniel Freitas,Duda Salabert,1
Daniel Freitas,Daniel Trzeciak,1
Daniel Freitas,Gilberto Abramo,1
Daniel Freitas,Geovania de Sá,1
Daniel Freitas,Dr. Luiz Ovando,1
Daniel Freitas,Zezinho Barbary,1
Daniel Freitas,Gilvan Maximo,1
Daniel Freitas,Duarte,1
Daniel Freitas,Messias Donato,2
Daniel Freitas,Julio Lopes,1
Daniel Freitas,Maurício Carvalho,1
Daniel Freitas,Eduardo Velloso,1
Daniel Freitas,Juninho do Pneu,1
Daniel Freitas,Luiz Philippe de Orleans e Bragança,1
Daniel Freitas,Diego Garcia,2
Daniel Freitas,Ricardo Salles,2
Daniel Freitas,Marcel van Hattem,1
Daniel Freitas,Jorge Braz,1
Daniel Freitas,Kim Kataguiri,2
Daniel Freitas,Dagoberto Nogueira,1
Daniel Freitas,Márcio Biolchi,1
Daniel Freitas,Franciane Bayer,1
Daniel Freitas,Rosângela Moro,2
Daniel Freitas,Junio Amaral,1
Daniel Freitas,Murillo Gouvea,1
Daniel Freitas,Rafael Brito,1
Daniel Freitas,Gabriel Mota,1
Daniel Freitas,Dr. Fernando Máximo,1
Daniel Freitas,Augusto Coutinho,1
Daniel Freitas,Helio Lopes,1
Daniel Freitas,Gustavo Gayer,1
Daniel Freitas,Vinicius Carvalho,1
Daniel Freitas,Tenente Coronel Zucco,2
Daniel Freitas,Jefferson Campos,1
Daniel Freitas,Paulo Alexandre Barbosa,1
Daniel Freitas,Gilson Marques,2
Daniel Freitas,Marangoni,2
Daniel Freitas,Pedro Lupion,1
Daniel Freitas,Gerlen Diniz,2
Daniel Freitas,General Pazuello,1
Daniel Freitas,Rogéria Santos,1
Daniel Freitas,Julia Zanatta,1
Daniel Freitas,Ricardo Ayres,1
Daniel Freitas,Antonio Andrade,1
Daniel Freitas,Lafayette de Andrada,2
Daniel Freitas,Dr. Jaziel,1
Daniel Freitas,Geraldo Mendes,1
Daniel Freitas,Carlos Sampaio,1
Daniel Freitas,Aluisio Mendes,1
Daniel Freitas,Milton Vieira,1
Daniel Freitas,Rafael Simoes,1
Daniel Freitas,Sargento Fahur,1
Daniel Freitas,Carlos Gomes,1
Daniel Freitas,Marcio Alvino,1
Daniel Freitas,Dr. Zacharias Calil,1
Daniel Freitas,Geraldo Resende,1
Daniel Freitas,André Fernandes,1
Daniel Freitas,Covatti Filho,1
Daniel Freitas,Beto Pereira,1
Daniel Freitas,Maria Rosas,1
Daniel Freitas,Silvye Alves,1
Daniel Freitas,Vitor Lippi,1
Daniel Freitas,Caroline de Toni,3
Daniel Freitas,Luis Carlos Gomes,1
Daniel Freitas,Filipe Barros,1
Daniel Freitas,Fred Linhares,1
Daniel Freitas,Amaro Neto,1
Daniel Freitas,Adail Filho,1
Daniel Freitas,Adriana Ventura,1
Daniel Freitas,Saullo Vianna,1
Daniel Freitas,Tabata Amaral,1
Daniel Freitas,Roberto Duarte,2
Daniel Freitas,Prof. Paulo Fernando,1
Daniel Freitas,Jeferson Rodrigues,1
Daniel Freitas,Beto Richa,2
Daniel Freitas,Lídice da Mata,2
Daniel Freitas,Marcon,1
Daniel Freitas,Padre João,2
Daniel Freitas,Valmir Assunção,2
Daniel Freitas,Paulão,2
Daniel Freitas,Professora Luciene Cavalcante,2
Daniel Freitas,Ana Paula Leão,1
Daniel Freitas,Magda Mofatto,1
Daniel Freitas,Evair Vieira de Melo,1
Daniel Freitas,Delegado Éder Mauro,2
Daniel Freitas,Coronel Chrisóstomo,1
Daniel Freitas,Hercílio Coelho Diniz,1
Daniel Freitas,Alfredo Gaspar,2
Daniel Freitas,Delegado Fabio Costa,1
Daniel Freitas,Coronel Ulysses,1
Daniel Freitas,Capitão Alden,1
Daniel Freitas,Sâmia Bomfim,1
Daniel Freitas,Pr. Marco Feliciano,1
Daniel Freitas,Pastor Eurico,1
Daniel Freitas,José Nelto,1
Daniel Freitas,Capitão Alberto Neto,1
Daniel Freitas,Jorge Goetten,1
Daniel Freitas,Marcos Pollon,1
Daniel Freitas,Yandra Moura,1
Daniel Freitas,Cabo Gilberto Silva,1
Daniel Freitas,Delegado Ramagem,1
Daniel Freitas,Rosângela Reis,1
Daniel Freitas,Robinson Faria,1
Daniel Freitas,Yury do Paredão,1
Daniel Freitas,Coronel Meira,1
Tabata Amaral,Any Ortiz,1
Tabata Amaral,Dilceu Sperafico,1
Tabata Amaral,Dr. Victor Linhalis,1
Tabata Amaral,Fabio Schiochet,1
Tabata Amaral,Mauricio Marcon,2
Tabata Amaral,David Soares,1
Tabata Amaral,Fabio Garcia,1
Tabata Amaral,Amom Mandel,1
Tabata Amaral,Alberto Mourão,1
Tabata Amaral,Flavinha,1
Tabata Amaral,Albuquerque,1
Tabata Amaral,Lucas Redecker,3
Tabata Amaral,Duda Salabert,1
Tabata Amaral,Daniel Trzeciak,1
Tabata Amaral,Gilberto Abramo,1
Tabata Amaral,Geovania de Sá,1
Tabata Amaral,Dr. Luiz Ovando,1
Tabata Amaral,Zezinho Barbary,1
Tabata Amaral,Gilvan Maximo,1
Tabata Amaral,Duarte,1
Tabata Amaral,Messias Donato,2
Tabata Amaral,Julio Lopes,1
Tabata Amaral,Maurício Carvalho,1
Tabata Amaral,Eduardo Velloso,1
Tabata Amaral,Juninho do Pneu,1
Tabata Amaral,Luiz Philippe de Orleans e Bragança,1
Tabata Amaral,Diego Garcia,2
Tabata Amaral,Ricardo Salles,2
Tabata Amaral,Marcel van Hattem,1
Tabata Amaral,Jorge Braz,1
Tabata Amaral,Kim Kataguiri,2
Tabata Amaral,Dagoberto Nogueira,1
Tabata Amaral,Márcio Biolchi,1
Tabata Amaral,Franciane Bayer,1
Tabata Amaral,Rosângela Moro,2
Tabata Amaral,Junio Amaral,1
Tabata Amaral,Murillo Gouvea,1
Tabata Amaral,Rafael Brito,1
Tabata Amaral,Gabriel Mota,1
Tabata Amaral,Dr. Fernando Máximo,1
Tabata Amaral,Augusto Coutinho,1
Tabata Amaral,Helio Lopes,1
Tabata Amaral,Gustavo Gayer,1
Tabata Amaral,Vinicius Carvalho,1
Tabata Amaral,Tenente Coronel Zucco,2
Tabata Amaral,Jefferson Campos,1
Tabata Amaral,Paulo Alexandre Barbosa,1
Tabata Amaral,Gilson Marques,2
Tabata Amaral,Marangoni,2
Tabata Amaral,Pedro Lupion,1
Tabata Amaral,Gerlen Diniz,2
Tabata Amaral,General Pazuello,1
Tabata Amaral,Rogéria Santos,1
Tabata Amaral,Julia Zanatta,1
Tabata Amaral,Ricardo Ayres,1
Tabata Amaral,Antonio Andrade,1
Tabata Amaral,Lafayette de Andrada,2
Tabata Amaral,Dr. Jaziel,1
Tabata Amaral,Geraldo Mendes,1
Tabata Amaral,Carlos Sampaio,1
Tabata Amaral,Aluisio Mendes,1
Tabata Amaral,Milton Vieira,1
Tabata Amaral,Rafael Simoes,1
Tabata Amaral,Sargento Fahur,1
Tabata Amaral,Carlos Gomes,1
Tabata Amaral,Marcio Alvino,1
Tabata Amaral,Dr. Zacharias Calil,1
Tabata Amaral,Geraldo Resende,1
Tabata Amaral,André Fernandes,1
Tabata Amaral,Covatti Filho,1
Tabata Amaral,Beto Pereira,1
Tabata Amaral,Maria Rosas,1
Tabata Amaral,Silvye Alves,1
Tabata Amaral,Vitor Lippi,1
Tabata Amaral,Caroline de Toni,3
Tabata Amaral,Luis Carlos Gomes,1
Tabata Amaral,Filipe Barros,1
Tabata Amaral,Fred Linhares,1
Tabata Amaral,Amaro Neto,1
Tabata Amaral,Adail Filho,1
Tabata Amaral,Adriana Ventura,1
Tabata Amaral,Saullo Vianna,1
Tabata Amaral,Daniel Freitas,1
Tabata Amaral,Roberto Duarte,2
Tabata Amaral,Prof. Paulo Fernando,1
Tabata Amaral,Jeferson Rodrigues,1
Tabata Amaral,Beto Richa,2
Tabata Amaral,Lídice da Mata,2
