deputado1,deputado2,peso
Delegado Fabio Costa,Zé Trovão,3
Delegado Fabio Costa,Delegada Adriana Accorsi,3
Delegado Fabio Costa,Glauber Braga,3
Delegado Fabio Costa,André Fufuca,3
Delegado Fabio Costa,Erika Kokay,3
Delegado Fabio Costa,Pr. Marco Feliciano,4
Delegado Fabio Costa,Bibo Nunes,3
Delegado Fabio Costa,Antonio Carlos Rodrigues,3
Delegado Fabio Costa,Tadeu Veneri,3
Delegado Fabio Costa,Vander Loubet,3
Delegado Fabio Costa,José Guimarães,6
Delegado Fabio Costa,Rubens Pereira Júnior,3
Delegado Fabio Costa,Dandara,3
Delegado Fabio Costa,Florentino Neto,3
Delegado Fabio Costa,Alfredinho,3
Delegado Fabio Costa,Pastor Eurico,4
Delegado Fabio Costa,Tarcísio Motta,6
Delegado Fabio Costa,Samuel Viana,3
Delegado Fabio Costa,Chico Alencar,3
Delegado Fabio Costa,Zé Haroldo Cathedral,6
Delegado Fabio Costa,Giovani Cherini,3
Delegado Fabio Costa,Ana Pimentel,3
Delegado Fabio Costa,Jorge Solla,3
Delegado Fabio Costa,Odair Cunha,3
Delegado Fabio Costa,Fernando Monteiro,3
Delegado Fabio Costa,Delegado Éder Mauro,11
Delegado Fabio Costa,Eduardo Bolsonaro,3
Delegado Fabio Costa,Coronel Chrisóstomo,10
Delegado Fabio Costa,Gabriel Nunes,3
Delegado Fabio Costa,André Figueiredo,3
Delegado Fabio Costa,Miguel Lombardi,3
Delegado Fabio Costa,Lucas Ramos,3
Delegado Fabio Costa,Luciano Azevedo,3
Delegado Fabio Costa,Capitão Alberto Neto,4
Delegado Fabio Costa,Rodolfo Nogueira,3
Delegado Fabio Costa,Carol Dartora,3
Delegado Fabio Costa,Mauricio do Vôlei,3
Delegado Fabio Costa,Vermelho,3
Delegado Fabio Costa,General Girão,3
Delegado Fabio Costa,Caroline de Toni,9
Delegado Fabio Costa,Kim Kataguiri,8
Delegado Fabio Costa,Tenente Coronel Zucco,8
Delegado Fabio Costa,Ricardo Salles,8
Delegado Fabio Costa,Paulão,5
Delegado Fabio Costa,Pedro Campos,3
Delegado Fabio Costa,Maurício Carvalho,1
Delegado Fabio Costa,Eduardo Velloso,1
Delegado Fabio Costa,Juninho do Pneu,1
Delegado Fabio Costa,Luiz Philippe de Orleans e Bragança,1
Delegado Fabio Costa,Diego Garcia,2
Delegado Fabio Costa,Marcel van Hattem,1
Delegado Fabio Costa,Jorge Braz,1
Delegado Fabio Costa,Dagoberto Nogueira,1
Delegado Fabio Costa,Márcio Biolchi,1
Delegado Fabio Costa,Franciane Bayer,1
Delegado Fabio Costa,Rosângela Moro,2
Delegado Fabio Costa,Junio Amaral,1
Delegado Fabio Costa,Murillo Gouvea,1
Delegado Fabio Costa,Rafael Brito,1
Delegado Fabio Costa,Gabriel Mota,1
Delegado Fabio Costa,Dr. Fernando Máximo,1
Delegado Fabio Costa,Augusto Coutinho,1
Delegado Fabio Costa,Helio Lopes,1
Delegado Fabio Costa,Gustavo Gayer,1
Delegado Fabio Costa,Vinicius Carvalho,1
Delegado Fabio Costa,Jefferson Campos,1
Delegado Fabio Costa,Paulo Alexandre Barbosa,1
Delegado Fabio Costa,Gilson Marques,2
Delegado Fabio Costa,Marangoni,2
Delegado Fabio Costa,Pedro Lupion,1
Delegado Fabio Costa,Gerlen Diniz,2
Delegado Fabio Costa,General Pazuello,1
Delegado Fabio Costa,Rogéria Santos,1
Delegado Fabio Costa,Julia Zanatta,1
Delegado Fabio Costa,Ricardo Ayres,1
Delegado Fabio Costa,Antonio Andrade,1
Delegado Fabio Costa,Lafayette de Andrada,2
Delegado Fabio Costa,Dr. Jaziel,1
Delegado Fabio Costa,Geraldo Mendes,1
Delegado Fabio Costa,Carlos Sampaio,1
Delegado Fabio Costa,Aluisio Mendes,1
Delegado Fabio Costa,Milton Vieira,1
Delegado Fabio Costa,Rafael Simoes,1
Delegado Fabio Costa,Sargento Fahur,1
Delegado Fabio Costa,Carlos Gomes,1
Delegado Fabio Costa,Marcio Alvino,1
Delegado Fabio Costa,Dr. Zacharias Calil,1
Delegado Fabio Costa,Geraldo Resende,1
Delegado Fabio Costa,André Fernandes,1
Delegado Fabio Costa,Covatti Filho,1
Delegado Fabio Costa,Beto Pereira,1
Delegado Fabio Costa,Maria Rosas,1
Delegado Fabio Costa,Silvye Alves,1
Delegado Fabio Costa,Vitor Lippi,1
Delegado Fabio Costa,Luis Carlos Gomes,1
Delegado Fabio Costa,Filipe Barros,1
Delegado Fabio Costa,Fred Linhares,1
Delegado Fabio Costa,Amaro Neto,1
Delegado Fabio Costa,Adail Filho,1
Delegado Fabio Costa,Adriana Ventura,1
Delegado Fabio Costa,Saullo Vianna,1
Delegado Fabio Costa,Daniel Freitas,1
Delegado Fabio Costa,Tabata Amaral,1
Delegado Fabio Costa,Roberto Duarte,2
Delegado Fabio Costa,Prof. Paulo Fernando,1
Delegado Fabio Costa,Jeferson Rodrigues,1
Delegado Fabio Costa,Beto Richa,2
Delegado Fabio Costa,José Nelto,1
Delegado Fabio Costa,Yandra Moura,1
Pastor Diniz,Sonize Barbosa,1
Pastor Diniz,Mauricio Neves,1
Pastor Diniz,Helder Salomão,2
Pastor Diniz,Bohn Gass,1
Pastor Diniz,Delegado Caveira,1
Pastor Diniz,Reginete Bispo,1
Pastor Diniz,Ana Paula Lima,1
Pastor Diniz,Jack Rocha,1
Pastor Diniz,Júnior Mano,1
Pastor Diniz,Márcio Honaiser,1
Pastor Diniz,Célio Studart,1
Pastor Diniz,Lêda Borges,1
Pastor Diniz,Dr. Frederico,1
Pastor Diniz,Alceu Moreira,1
Pastor Diniz,Marcelo Lima,1
Pastor Diniz,Júlio Cesar,1
Pastor Diniz,Flávio Nogueira,2
Pastor Diniz,Luiz Carlos Motta,1
Pastor Diniz,Pedro Uczai,1
Pastor Diniz,Paulo Abi-Ackel,1
Pastor Diniz,Felipe Carreras,1
Pastor Diniz,Gilvan da Federal,1
Pastor Diniz,Toninho Wandscheer,1
Pastor Diniz,Márcio Jerry,1
Pastor Diniz,Félix Mendonça Júnior,1
Pastor Diniz,Bebeto,1
Pastor Diniz,Yury do Paredão,1
Pastor Diniz,Alencar Santana,3
Pastor Diniz,Valmir Assunção,2
Pastor Diniz,Zeca Dirceu,1
Pastor Diniz,Marcelo Moraes,1
Pastor Diniz,Adolfo Viana,1
Pastor Diniz,Aureo Ribeiro,1
Pastor Diniz,Gutemberg Reis,1
Pastor Diniz,Marcos Pollon,1
Pastor Diniz,Heitor Schuch,1
Pastor Diniz,José Medeiros,1
Pastor Diniz,Luiza Erundina,1
Pastor Diniz,Ricardo Abrão,1
Pastor Diniz,Antônio Doido,1
Pastor Diniz,Clarissa Tércio,1
Pastor Diniz,Zé Neto,1
Pastor Diniz,Marcos Tavares,2
Pastor Diniz,Bruno Farias,1
Pastor Diniz,Luiz Antônio Corrêa,1
Pastor Diniz,Lázaro Botelho,1
Pastor Diniz,Da Vitoria,1
Pastor Diniz,Marco Brasil,1
Pastor Diniz,Cobalchini,2
Pastor Diniz,Luizianne Lins,1
Pastor Diniz,Castro Neto,1
Pastor Diniz,Sargento Gonçalves,1
Pastor Diniz,Carlos Chiodini,1
Pastor Diniz,Emanuel Pinheiro Neto,1
Pastor Diniz,Leônidas Cristino,1
Pastor Diniz,Rodrigo Estacho,1
Pastor Diniz,Carlos Zarattini,1
Pastor Diniz,Mario Frias,1
Pastor Diniz,Greyce Elias,1
Pastor Diniz,Paulo Guedes,1
Pastor Diniz,Prof. Reginaldo Veras,1
Pastor Diniz,Orlando Silva,1
Pastor Diniz,Reginaldo Lopes,1
Pastor Diniz,Sergio Souza,1
Pastor Diniz,Delegado Fabio Costa,3
Pastor Diniz,Henderson Pinto,1
Pastor Diniz,Lebrão,1
Pastor Diniz,Paulo Azi,1
Pastor Diniz,Clodoaldo Magalhães,1
Pastor Diniz,Rafael Prudente,1
Pastor Diniz,Ivan Valente,1
Pastor Diniz,Domingos Neto,1
Pastor Diniz,Igor Timo,1
Pastor Diniz,Delegado Ramagem,1
Pastor Diniz,Helena Lima,1
Pastor Diniz,Neto Carletto,1
Pastor Diniz,Adriano do Baldy,1
Pastor Diniz,Márcio Marinho,1
Pastor Diniz,Vinicius Gurgel,1
Pastor Diniz,Luciano Vieira,1
Pastor Diniz,Keniston Braga,1
Pastor Diniz,Silvia Cristina,1
Pastor Diniz,Luciano Alves,1
Pastor Diniz,Marcos Aurélio Sampaio,1
Pastor Diniz,Jones Moura,1
Pastor Diniz,Carla Zambelli,1
Pastor Diniz,Sâmia Bomfim,3
Pastor Diniz,Célia Xakriabá,1
Pastor Diniz,Dra. Alessandra Haber,1
Pastor Diniz,Cristiane Lopes,1
Pastor Diniz,Lindbergh Farias,1
Pastor Diniz,Chiquinho Brazão,1
Pastor Diniz,Bruno Ganem,1
Pastor Diniz,Juliana Cardoso,1
Pastor Diniz,Daniel Almeida,1
Pastor Diniz,Newton Cardoso Jr,1
Pastor Diniz,Renata Abreu,1
Pastor Diniz,Daniel Agrobom,1
Pastor Diniz,Paulinho Freire,1
Pastor Diniz,Rosana Valle,1
Pastor Diniz,Afonso Hamm,1
Pastor Diniz,Tião Medeiros,1
Pastor Diniz,Bia Kicis,1
Pastor Diniz,Capitão Augusto,1
Pastor Diniz,Amanda Gentil,1
Pastor Diniz,Osmar Terra,1
Pastor Diniz,Sanderson,1
Pastor Diniz,Erika Hilton,1
Pastor Diniz,Professora Luciene Cavalcante,2
Pastor Diniz,Luiz Lima,1
Pastor Diniz,Fábio Teruel,1
Pastor Diniz,AJ Albuquerque,1
Pastor Diniz,Jorge Goetten,1
Pastor Diniz,Rogério Correia,1
Pastor Diniz,Robinson Faria,1
Pastor Diniz,Airton Faleiro,1
Pastor Diniz,Paulo Freire Costa,1
Pastor Diniz,Nikolas Ferreira,1
Pastor Diniz,Icaro de Valmir,1
Pastor Diniz,Leur Lomanto Júnior,1
Pastor Diniz,Weliton Prado,1
Pastor Diniz,Eros Biondini,1
Pastor Diniz,Eriberto Medeiros,1
Pastor Diniz,Mendonça Filho,1
Pastor Diniz,Roberto Monteiro,1
Pastor Diniz,Dr. Francisco,1
Pastor Diniz,Antonio Brito,1
Pastor Diniz,Danilo Forte,1
Pastor Diniz,Jandira Feghali,1
Pastor Diniz,Adilson Barroso,1
Pastor Diniz,Luiz Fernando Faria,1
Pastor Diniz,Evair Vieira de Melo,3
Pastor Diniz,Fernanda Pessoa,1
Pastor Diniz,Moses Rodrigues,1
Pastor Diniz,Antônia Lúcia,1
Pastor Diniz,Gervásio Maia,1
Pastor Diniz,Coronel Ulysses,3
Pastor Diniz,Thiago Flores,1
Pastor Diniz,Vicentinho,1
Pastor Diniz,Padre João,2
Pastor Diniz,Daniela Reinehr,1
Pastor Diniz,Andreia Siqueira,1
Pastor Diniz,Soraya Santos,1
Pastor Diniz,Marcelo Álvaro Antônio,1
Pastor Diniz,Delegada Ione,1
Pastor Diniz,Pezenti,1
Pastor Diniz,Enfermeira Ana Paula,1
Pastor Diniz,Luiz Couto,1
Pastor Diniz,Delegado Paulo Bilynskyj,1
Pastor Diniz,Iza Arruda,1
Pastor Diniz,Fernando Mineiro,1
Pastor Diniz,Delegado Palumbo,1
Pastor Diniz,Delegada Katarina,2
Pastor Diniz,Alfredo Gaspar,3
Pastor Diniz,Dr Benjamim,1
Pastor Diniz,Marcelo Queiroz,1
Pastor Diniz,Rodrigo Gambale,1
Pastor Diniz,Giacobo,1
Pastor Diniz,Fernando Rodolfo,1
Pastor Diniz,Pompeo de Mattos,1
Pastor Diniz,Guilherme Uchoa,1
Pastor Diniz,Fausto Santos Jr.,1
Pastor Diniz,Carlos Henrique Gaguim,1
Pastor Diniz,Capitão Alden,3
Pastor Diniz,Ricardo Maia,1
Pastor Diniz,Natália Bonavides,1
Pastor Diniz,Hercílio Coelho Diniz,3
Pastor Diniz,Damião Feliciano,1
Pastor Diniz,José Rocha,1
Pastor Diniz,Júnior Ferrari,1
Pastor Diniz,Waldemar Oliveira,2
Pastor Diniz,Coronel Meira,1
Pastor Diniz,Paulo Foletto,1
Pastor Diniz,Luiz Carlos Hauly,1
Pastor Diniz,Arthur Oliveira Maia,1
Pastor Diniz,Emidinho Madeira,1
Pastor Diniz,Wellington Roberto,1
Pastor Diniz,Mário Heringer,1
Pastor Diniz,Claudio Cajado,1
Pastor Diniz,Pedro Paulo,1
Pastor Diniz,Eunício Oliveira,1
Pastor Diniz,Renildo Calheiros,1
Pastor Diniz,Luiz Nishimori,1
Pastor Diniz,Magda Mofatto,3
Pastor Diniz,Renilce Nicodemos,2
Pastor Diniz,Josenildo,1
Pastor Diniz,Arnaldo Jardim,1
Pastor Diniz,Carlos Veras,2
Pastor Diniz,Meire Serafim,1
Pastor Diniz,Reimont,1
Pastor Diniz,Laura Carneiro,2
Pastor Diniz,Rodrigo de Castro,1
Pastor Diniz,Kiko Celeguim,1
Pastor Diniz,Paulo Magalhães,1
Pastor Diniz,Daniel Barbosa,1
Pastor Diniz,Benes Leocádio,1
Pastor Diniz,Rui Falcão,2
Pastor Diniz,Caio Vianna,1
Pastor Diniz,Simone Marquetto,1
Pastor Diniz,Alice Portugal,1
Pastor Diniz,Maria Arraes,1
Pastor Diniz,Ana Paula Leão,3
Pastor Diniz,Joaquim Passarinho,1
Pastor Diniz,Lídice da Mata,2
Pastor Diniz,Idilvan Alencar,1
Pastor Diniz,Elmar Nascimento,1
Pastor Diniz,Cezinha de Madureira,1
Pastor Diniz,Dimas Gadelha,1
Pastor Diniz,Ivoneide Caetano,1
Pastor Diniz,Bacelar,1
Pastor Diniz,Raimundo Santos,1
Pastor Diniz,Cabo Gilberto Silva,1
Pastor Diniz,Coronel Telhada,1
Pastor Diniz,Marcon,1
Pastor Diniz,Amália Barros,1
Pastor Diniz,Rosângela Reis,1
Pastor Diniz,Ruy Carneiro,1
Pastor Diniz,Léo Prates,1
Pastor Diniz,Gilson Daniel,1
Pastor Diniz,Ismael Alexandrino,1
Pastor Diniz,Pastor Henrique Vieira,1
Pastor Diniz,Dimas Fabiano,1
Pastor Diniz,Pastor Sargento Isidório,1
Pastor Diniz,Guilherme Boulos,1
Pastor Diniz,Jilmar Tatto,1
Pastor Diniz,Thiago de Joaldo,1
Pastor Diniz,Max Lemos,1
Pastor Diniz,Luiz Gastão,1
Pastor Diniz,Welter,1
Pastor Diniz,Arlindo Chinaglia,1
Pastor Diniz,Afonso Motta,1
Pastor Diniz,Talíria Petrone,1
Pastor Diniz,Dilvanda Faro,1
Pastor Diniz,Tiririca,1
Pastor Diniz,André Ferreira,1
Pastor Diniz,Celso Sabino,1
Pastor Diniz,Jonas Donizette,1
Pastor Diniz,Luisa Canziani,1
Pastor Diniz,Zé Trovão,1
Pastor Diniz,Delegada Adriana Accorsi,1
Pastor Diniz,Glauber Braga,1
Pastor Diniz,André Fufuca,1
Pastor Diniz,Erika Kokay,1
Pastor Diniz,Pr. Marco Feliciano,1
Pastor Diniz,Bibo Nunes,1
Pastor Diniz,Antonio Carlos Rodrigues,1
Pastor Diniz,Tadeu Veneri,1
Pastor Diniz,Vander Loubet,1
Pastor Diniz,José Guimarães,2
Pastor Diniz,Rubens Pereira Júnior,1
Pastor Diniz,Dandara,1
Pastor Diniz,Florentino Neto,1
Pastor Diniz,Alfredinho,1
Pastor Diniz,Pastor Eurico,1
Pastor Diniz,Tarcísio Motta,2
Pastor Diniz,Samuel Viana,1
Pastor Diniz,Chico Alencar,1
Pastor Diniz,Zé Haroldo Cathedral,2
Pastor Diniz,Giovani Cherini,1
Pastor Diniz,Ana Pimentel,1
Pastor Diniz,Jorge Solla,1
Pastor Diniz,Odair Cunha,1
Pastor Diniz,Fernando Monteiro,1
Pastor Diniz,Delegado Éder Mauro,3
Pastor Diniz,Eduardo Bolsonaro,1
Pastor Diniz,Coronel Chrisóstomo,3
Pastor Diniz,Gabriel Nunes,1
Pastor Diniz,André Figueiredo,1
Pastor Diniz,Miguel Lombardi,1
Pastor Diniz,Lucas Ramos,1
Pastor Diniz,Luciano Azevedo,1
Pastor Diniz,Capitão Alberto Neto,1
Pastor Diniz,Rodolfo Nogueira,1
Pastor Diniz,Carol Dartora,1
Pastor Diniz,Mauricio do Vôlei,1
Pastor Diniz,Vermelho,1
Pastor Diniz,General Girão,1
Pastor Diniz,Caroline de Toni,2
Pastor Diniz,Lucas Redecker,2
Pastor Diniz,Kim Kataguiri,2
Pastor Diniz,Messias Donato,2
Pastor Diniz,Tenente Coronel Zucco,2
Pastor Diniz,Ricardo Salles,2
Pastor Diniz,Paulão,1
Pastor Diniz,Pedro Campos,1
Henderson Pinto,Sonize Barbosa,1
Henderson Pinto,Mauricio Neves,1
Henderson Pinto,Helder Salomão,2
Henderson Pinto,Bohn Gass,1
Henderson Pinto,Delegado Caveira,1
Henderson Pinto,Reginete Bispo,1
Henderson Pinto,Ana Paula Lima,1
Henderson Pinto,Jack Rocha,1
Henderson Pinto,Júnior Mano,1
Henderson Pinto,Márcio Honaiser,1
Henderson Pinto,Célio Studart,1
Henderson Pinto,Lêda Borges,1
Henderson Pinto,Dr. Frederico,1
Henderson Pinto,Alceu Moreira,1
Henderson Pinto,Marcelo Lima,1
Henderson Pinto,Júlio Cesar,1
Henderson Pinto,Flávio Nogueira,2
Henderson Pinto,Luiz Carlos Motta,1
Henderson Pinto,Pedro Uczai,1
Henderson Pinto,Paulo Abi-Ackel,1
Henderson Pinto,Felipe Carreras,1
Henderson Pinto,Gilvan da Federal,1
Henderson Pinto,Toninho Wandscheer,1
Henderson Pinto,Márcio Jerry,1
Henderson Pinto,Félix Mendonça Júnior,1
Henderson Pinto,Bebeto,1
Henderson Pinto,Yury do Paredão,1
Henderson Pinto,Alencar Santana,3
Henderson Pinto,Valmir Assunção,2
Henderson Pinto,Zeca Dirceu,1
Henderson Pinto,Marcelo Moraes,1
Henderson Pinto,Adolfo Viana,1
Henderson Pinto,Aureo Ribeiro,1
Henderson Pinto,Gutemberg Reis,1
Henderson Pinto,Marcos Pollon,1
Henderson Pinto,Heitor Schuch,1
Henderson Pinto,José Medeiros,1
Henderson Pinto,Luiza Erundina,1
Henderson Pinto,Ricardo Abrão,1
Henderson Pinto,Antônio Doido,1
Henderson Pinto,Clarissa Tércio,1
Henderson Pinto,Zé Neto,1
Henderson Pinto,Marcos Tavares,2
Henderson Pinto,Bruno Farias,1
Henderson Pinto,Luiz Antônio Corrêa,1
Henderson Pinto,Lázaro Botelho,1
Henderson Pinto,Da Vitoria,1
Henderson Pinto,Marco Brasil,1
Henderson Pinto,Cobalchini,2
Henderson Pinto,Luizianne Lins,1
Henderson Pinto,Castro Neto,1
Henderson Pinto,Sargento Gonçalves,1
Henderson Pinto,Carlos Chiodini,1
Henderson Pinto,Emanuel Pinheiro Neto,1
Henderson Pinto,Leônidas Cristino,1
Henderson Pinto,Rodrigo Estacho,1
Henderson Pinto,Carlos Zarattini,1
Henderson Pinto,Mario Frias,1
Henderson Pinto,Greyce Elias,1
Henderson Pinto,Paulo Guedes,1
Henderson Pinto,Prof. Reginaldo Veras,1
Henderson Pinto,Orlando Silva,1
Henderson Pinto,Reginaldo Lopes,1
Henderson Pinto,Sergio Souza,1
Henderson Pinto,Delegado Fabio Costa,3
Henderson Pinto,Pastor Diniz,1
Henderson Pinto,Lebrão,1
Henderson Pinto,Paulo Azi,1
Henderson Pinto,Clodoaldo Magalhães,1
Henderson Pinto,Rafael Prudente,1
Henderson Pinto,Ivan Valente,1
Henderson Pinto,Domingos Neto,1
Henderson Pinto,Igor Timo,1
Henderson Pinto,Delegado Ramagem,1
Henderson Pinto,Helena Lima,1
Henderson Pinto,Neto Carletto,1
Henderson Pinto,Adriano do Baldy,1
Henderson Pinto,Márcio Marinho,1
Henderson Pinto,Vinicius Gurgel,1
Henderson Pinto,Luciano Vieira,1
Henderson Pinto,Keniston Braga,1
Henderson Pinto,Silvia Cristina,1
Henderson Pinto,Luciano Alves,1
Henderson Pinto,Marcos Aurélio Sampaio,1
Henderson Pinto,Jones Moura,1
Henderson Pinto,Carla Zambelli,1
Henderson Pinto,Sâmia Bomfim,3
Henderson Pinto,Célia Xakriabá,1
Henderson Pinto,Dra. Alessandra Haber,1
Henderson Pinto,Cristiane Lopes,1
Henderson Pinto,Lindbergh Farias,1
Henderson Pinto,Chiquinho Brazão,1
Henderson Pinto,Bruno Ganem,1
Henderson Pinto,Juliana Cardoso,1
Henderson Pinto,Daniel Almeida,1
Henderson Pinto,Newton Cardoso Jr,1
Henderson Pinto,Renata Abreu,1
Henderson Pinto,Daniel Agrobom,1
Henderson Pinto,Paulinho Freire,1
Henderson Pinto,Rosana Valle,1
Henderson Pinto,Afonso Hamm,1
Henderson Pinto,Tião Medeiros,1
Henderson Pinto,Bia Kicis,1
Henderson Pinto,Capitão Augusto,1
Henderson Pinto,Amanda Gentil,1
Henderson Pinto,Osmar Terra,1
Henderson Pinto,Sanderson,1
Henderson Pinto,Erika Hilton,1
Henderson Pinto,Professora Luciene Cavalcante,2
Henderson Pinto,Luiz Lima,1
Henderson Pinto,Fábio Teruel,1
Henderson Pinto,AJ Albuquerque,1
Henderson Pinto,Jorge Goetten,1
Henderson Pinto,Rogério Correia,1
Henderson Pinto,Robinson Faria,1
Henderson Pinto,Airton Faleiro,1
Henderson Pinto,Paulo Freire Costa,1
Henderson Pinto,Nikolas Ferreira,1
Henderson Pinto,Icaro de Valmir,1
Henderson Pinto,Leur Lomanto Júnior,1
Henderson Pinto,Weliton Prado,1
Henderson Pinto,Eros Biondini,1
Henderson Pinto,Eriberto Medeiros,1
Henderson Pinto,Mendonça Filho,1
Henderson Pinto,Roberto Monteiro,1
Henderson Pinto,Dr. Francisco,1
Henderson Pinto,Antonio Brito,1
Henderson Pinto,Danilo Forte,1
Henderson Pinto,Jandira Feghali,1
Henderson Pinto,Adilson Barroso,1
Henderson Pinto,Luiz Fernando Faria,1
Henderson Pinto,Evair Vieira de Melo,3
Henderson Pinto,Fernanda Pessoa,1
Henderson Pinto,Moses Rodrigues,1
Henderson Pinto,Antônia Lúcia,1
Henderson Pinto,Gervásio Maia,1
Henderson Pinto,Coronel Ulysses,3
Henderson Pinto,Thiago Flores,1
Henderson Pinto,Vicentinho,1
Henderson Pinto,Padre João,2
Henderson Pinto,Daniela Reinehr,1
Henderson Pinto,Andreia Siqueira,1
Henderson Pinto,Soraya Santos,1
Henderson Pinto,Marcelo Álvaro Antônio,1
Henderson Pinto,Delegada Ione,1
Henderson Pinto,Pezenti,1
Henderson Pinto,Enfermeira Ana Paula,1
Henderson Pinto,Luiz Couto,1
Henderson Pinto,Delegado Paulo Bilynskyj,1
Henderson Pinto,Iza Arruda,1
Henderson Pinto,Fernando Mineiro,1
Henderson Pinto,Delegado Palumbo,1
Henderson Pinto,Delegada Katarina,2
Henderson Pinto,Alfredo Gaspar,3
Henderson Pinto,Dr Benjamim,1
Henderson Pinto,Marcelo Queiroz,1
Henderson Pinto,Rodrigo Gambale,1
Henderson Pinto,Giacobo,1
Henderson Pinto,Fernando Rodolfo,1
Henderson Pinto,Pompeo de Mattos,1
Henderson Pinto,Guilherme Uchoa,1
Henderson Pinto,Fausto Santos Jr.,1
Henderson Pinto,Carlos Henrique Gaguim,1
Henderson Pinto,Capitão Alden,3
Henderson Pinto,Ricardo Maia,1
Henderson Pinto,Natália Bonavides,1
Henderson Pinto,Hercílio Coelho Diniz,3
Henderson Pinto,Damião Feliciano,1
Henderson Pinto,José Rocha,1
Henderson Pinto,Júnior Ferrari,1
Henderson Pinto,Waldemar Oliveira,2
Henderson Pinto,Coronel Meira,1
Henderson Pinto,Paulo Foletto,1
Henderson Pinto,Luiz Carlos Hauly,1
Henderson Pinto,Arthur Oliveira Maia,1
Henderson Pinto,Emidinho Madeira,1
Henderson Pinto,Wellington Roberto,1
Henderson Pinto,Mário Heringer,1
Henderson Pinto,Claudio Cajado,1
Henderson Pinto,Pedro Paulo,1
Henderson Pinto,Eunício Oliveira,1
Henderson Pinto,Renildo Calheiros,1
Henderson Pinto,Luiz Nishimori,1
Henderson Pinto,Magda Mofatto,3
Henderson Pinto,Renilce Nicodemos,2
Henderson Pinto,Josenildo,1
Henderson Pinto,Arnaldo Jardim,1
Henderson Pinto,Carlos Veras,2
Henderson Pinto,Meire Serafim,1
Henderson Pinto,Reimont,1
Henderson Pinto,Laura Carneiro,2
Henderson Pinto,Rodrigo de Castro,1
Henderson Pinto,Kiko Celeguim,1
Henderson Pinto,Paulo Magalhães,1
Henderson Pinto,Daniel Barbosa,1
Henderson Pinto,Benes Leocádio,1
Henderson Pinto,Rui Falcão,2
Henderson Pinto,Caio Vianna,1
Henderson Pinto,Simone Marquetto,1
Henderson Pinto,Alice Portugal,1
Henderson Pinto,Maria Arraes,1
Henderson Pinto,Ana Paula Leão,3
Henderson Pinto,Joaquim Passarinho,1
Henderson Pinto,Lídice da Mata,2
Henderson Pinto,Idilvan Alencar,1
Henderson Pinto,Elmar Nascimento,1
Henderson Pinto,Cezinha de Madureira,1
Henderson Pinto,Dimas Gadelha,1
Henderson Pinto,Ivoneide Caetano,1
Henderson Pinto,Bacelar,1
Henderson Pinto,Raimundo Santos,1
Henderson Pinto,Cabo Gilberto Silva,1
Henderson Pinto,Coronel Telhada,1
Henderson Pinto,Marcon,1
Henderson Pinto,Amália Barros,1
Henderson Pinto,Rosângela Reis,1
Henderson Pinto,Ruy Carneiro,1
Henderson Pinto,Léo Prates,1
Henderson Pinto,Gilson Daniel,1
Henderson Pinto,Ismael Alexandrino,1
Henderson Pinto,Pastor Henrique Vieira,1
Henderson Pinto,Dimas Fabiano,1
Henderson Pinto,Pastor Sargento Isidório,1
Henderson Pinto,Guilherme Boulos,1
Henderson Pinto,Jilmar Tatto,1
Henderson Pinto,Thiago de Joaldo,1
Henderson Pinto,Max Lemos,1
Henderson Pinto,Luiz Gastão,1
Henderson Pinto,Welter,1
Henderson Pinto,Arlindo Chinaglia,1
Henderson Pinto,Afonso Motta,1
Henderson Pinto,Talíria Petrone,1
Henderson Pinto,Dilvanda Faro,1
Henderson Pinto,Tiririca,1
Henderson Pinto,André Ferreira,1
Henderson Pinto,Celso Sabino,1
Henderson Pinto,Jonas Donizette,1
Henderson Pinto,Luisa Canziani,1
Henderson Pinto,Zé Trovão,1
Henderson Pinto,Delegada Adriana Accorsi,1
Henderson Pinto,Glauber Braga,1
Henderson Pinto,André Fufuca,1
Henderson Pinto,Erika Kokay,1
Henderson Pinto,Pr. Marco Feliciano,1
Henderson Pinto,Bibo Nunes,1
Henderson Pinto,Antonio Carlos Rodrigues,1
Henderson Pinto,Tadeu Veneri,1
Henderson Pinto,Vander Loubet,1
Henderson Pinto,José Guimarães,2
Henderson Pinto,Rubens Pereira Júnior,1
Henderson Pinto,Dandara,1
Henderson Pinto,Florentino Neto,1
Henderson Pinto,Alfredinho,1
Henderson Pinto,Pastor Eurico,1
Henderson Pinto,Tarcísio Motta,2
Henderson Pinto,Samuel Viana,1
Henderson Pinto,Chico Alencar,1
Henderson Pinto,Zé Haroldo Cathedral,2
Henderson Pinto,Giovani Cherini,1
Henderson Pinto,Ana Pimentel,1
Henderson Pinto,Jorge Solla,1
Henderson Pinto,Odair Cunha,1
Henderson Pinto,Fernando Monteiro,1
Henderson Pinto,Delegado Éder Mauro,3
Henderson Pinto,Eduardo Bolsonaro,1
Henderson Pinto,Coronel Chrisóstomo,3
Henderson Pinto,Gabriel Nunes,1
Henderson Pinto,André Figueiredo,1
Henderson Pinto,Miguel Lombardi,1
Henderson Pinto,Lucas Ramos,1
Henderson Pinto,Luciano Azevedo,1
Henderson Pinto,Capitão Alberto Neto,1
Henderson Pinto,Rodolfo Nogueira,1
Henderson Pinto,Carol Dartora,1
